subterranean,adj. 地下的,"sub(下面的)+terran(terrain, 陆地)+ean",1
subsist,"v. 维持生活; 存在, 有效","sub(下面的)+sist(insist, 坚持)",1
subjective,adj. 主观的,,1
stratum,"n. 地层, 岩层",,1
strait,n. 海峡,,1
subsidy,"n. 津贴, 补助金",,1
stratify,v. 使分层,,1
subduct,"v. 下沉, 下降","sub+duct(拉, 引导)",1
streak,n. 条纹,strip 带子,1
substantiate,v. 证实,"substant(substance, 物质)+iate",1
stripe,n. 条纹,,1
stylistic,adj. 风格上的,,1
subdue,v. 征服,,1
stride,n. 步伐,st(street)+ride,1
composition,"n. 构成, 作品, 作文",,1
temperament,n. 性情,temper(脾气)+a+ment,1
swarm,n. 蜂群; 一大群 v. 挤满,"s+warm(温暖的) = 蜂喜欢拥挤再温暖的地方,1
a swarm of people 一群人",1
syllabus,n. 课程大纲,,1
syllable,n. 音节,,1
surmise,"v. 推测, 臆测",,1
supervise,"v. 监督, 指导",super(上层)+vis(看)+e = 在上面看👉监督,1
thrive,"v. 繁荣, 兴旺",river是thrive的基本条件,1
thanseverse,adj. 横向的,transverse section,1
treaty,"n. 条约, 协定",,1
traumatic,adj. 创伤的,,1
trauma,n. 痛苦经历，挫折,,1
thoughtful,"adj. 沉思的, 体贴的",,1
torrid,adj. 酷热的,"(""太热的"")",1
tragedy,n. 悲剧,comedy(喜剧),1
tornado,n. 龙卷风,,1
trample,v. 践踏,,1
tramp,"v.拖着沉重的脚步走，踩，踏；长途跋涉,1
n. 流浪汉",,1
tremble,v. 颤抖,,1
tow,"v. 拖, 拽","(""拖, 拽"")",1
tin,n. 锡,,1
transient,adj. 短暂的,,1
toddler,n. 初学走路的孩子,,1
thrust,n. 推动力,,1
traverse,"v. 横跨, 穿越",,1
tranjectory,"n. 轨道, 轨迹",,1
treaty,"n. 条约, 规定",,1
undertaking,n. 事业; 承诺,,1
tutelage,"n. 教导, 指导",,1
tribal,adj. 部落的,,1
turbulent,"adj. 动荡的, 混乱的",,1
uncharted,adj. 未知的; (情形、经历、活动)不为人熟悉的; (地域、水域)未被探索的,,1
undermine,"v. 逐渐削弱(信心, 权威等)",undermine his authority 破坏他的威信,1
unprecedented,adj. 史无前例的,,1
varnish,n. 清漆 v. 涂清漆,,1
vacate,"v. 搬出, 腾空",vacate的时间就是vacation(假期),1
unearth,"v. 发掘, 出土",,1
ubiquitous,adj. 无处不在的,,1
tribute,n. 颂词,,1
ubiquitous,"adj. 无处不在的, 普通的",,1
vine,n. 葡萄藤,,1
wary,adj. 警惕的,,1
warrant,v. 使有必要,,1
virtuosity,n. 技艺精湛,,1
violate,v. 违反,,1
vestigial,"adj. 退化的, 残留的",,1
vibrant,adj. 精力充沛的,,1
wag,"v. 摇摆, 摆动",,1
ward,"v. 保卫, 抵御 n. 病房",,1
vitality,"n. 生命力, 活力",,1
venomous,adj. 有毒的,,1
voyage,"n. 航行, 航海",,1
vogue,n. 时尚,,1
wane,v. 月亏(月亮从满月渐渐变残),,1
vestigial,adj. 退化的,,1
warrant,v. 使有必要 n. 搜查令,,1
zenith,"n. 巅峰,1
the time when sth is strongest and most successful","z(""Z""是英文字母的最后一个)+eith = 天",1
wreck,n. 残骸,weak 弱的 👉 残骸,1
cater,"v. 满足需要, 迎合",,1
cassette,n. 盒式录像带,,1
yarn,n. 纱,,1
vitality,n. 生命力，活力,,1
worship,v. 崇拜,"wor(worth, 价值)+ship(状态, 性质) = 认为有价值, 所以崇拜",1
allegiance,n. 忠诚,"al(= ad, to)+leg (= law, 法律)+iance = 遵守法律 👉 忠诚",1
boost,"v. 提高, 促进",,1
welfare,n. 福利,,1
watershed,"n. 分水岭, 转折点",,1
mend,"v. 修理, 修补, 痊愈",,1
amend,"v. 修改, 完善",amended version 修订本,1
allocate,v. 分配,,1
caustic,adj. 腐蚀性的; 刻薄的,,1
creed,"n. 信条, 教义",,1
concede,v. 让步,con+cede(走) = 双方都走一步 = 让步,1
coherent,adj. 有条理的,,1
courageous,adj. 勇敢的,,1
credence,n. 可信度,,1
cordial,adj. 热情友好的；和蔼可亲的,,1
counterexample,n. 反例,,1
consent,v. 同意,,1
commensurate,adj. 相称的,,1
consequential,adj. 随之而来的; 重要的,,1
controllable,adj. 可控制的,,1
compliment,"n. 恭维, 称赞",,1
confide,v. 吐露(心声),"confidence 信任, 自信,1
向信任的人吐露心声",1
conspiracy,n. 阴谋,,1
confess,"v. 悔恨, 供认",,1
cruelty,n. 残忍,,1
commensuate,adj. 相称的,,1
compliment,"n. 恭维, 称赞",,1
comtempt,n. 蔑视；轻蔑,con(一起)+tempt(弹拨他) = 蔑视,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
,,,1
